state,row_no,awardee,amount,recipient_type,distributed_to_hospital,note,recipient_confirmed,amount_confirmed,fiscal_year,source_document_title,state_source_url,validation_source_type,extraction_method,validator,ccn,aha_id,rural_designation,reviewer,recipient_type_source,determination_confidence,flag_reason,award_pool,initiative,project,amount_low,amount_high,pool_amount,n_recipients,beds,counties_served,regions_served,entity_type_raw,budget_year2,flow_type,hospital_attribution,hospital_benefiting,intermediary_name,hospital_affiliation_signal,date_announced,classification_rule,determination_basis
OR,30,Southern Coos Hosp,963000,HOSPITAL_OR_SYSTEM,Yes,"Transformation Fund, rural hospital tier (25 beds). OHA's bulletin heads this table 'Organizations Offered Funds' and prints an 'Eligible Award Total'; the 2026-07-07 release states the $35M has been awarded.",Yes,No,FY2026 (Year 1),Oregon Health Authority Announces Funding for Rural Hospitals and Rural Health Clinics,https://content.govdelivery.com/accounts/ORHA/bulletins/4164e4f,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Hospital or Hospital System,HIGH,AMOUNT_PRELIMINARY,TRANSFORMATION_HOSPITAL,Transformation Fund - Rural Hospitals,,,,,,25,,,Hospital or Hospital System,,DIRECT,NAMED_HOSPITAL,Yes,,FALSE,2026-05-07,STATE_ORG_TYPE,The state's own Organization Type field states 'Hospital or Hospital System'. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.
OR,31,St. Anthony Hosp,963000,HOSPITAL_OR_SYSTEM,Yes,"Transformation Fund, rural hospital tier (25 beds). OHA's bulletin heads this table 'Organizations Offered Funds' and prints an 'Eligible Award Total'; the 2026-07-07 release states the $35M has been awarded.",Yes,No,FY2026 (Year 1),Oregon Health Authority Announces Funding for Rural Hospitals and Rural Health Clinics,https://content.govdelivery.com/accounts/ORHA/bulletins/4164e4f,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Hospital or Hospital System,HIGH,AMOUNT_PRELIMINARY,TRANSFORMATION_HOSPITAL,Transformation Fund - Rural Hospitals,,,,,,25,,,Hospital or Hospital System,,DIRECT,NAMED_HOSPITAL,Yes,,FALSE,2026-05-07,STATE_ORG_TYPE,The state's own Organization Type field states 'Hospital or Hospital System'. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.
OR,32,St. Charles - Madras,963000,HOSPITAL_OR_SYSTEM,Yes,"Transformation Fund, rural hospital tier (25 beds). OHA's bulletin heads this table 'Organizations Offered Funds' and prints an 'Eligible Award Total'; the 2026-07-07 release states the $35M has been awarded.",Yes,No,FY2026 (Year 1),Oregon Health Authority Announces Funding for Rural Hospitals and Rural Health Clinics,https://content.govdelivery.com/accounts/ORHA/bulletins/4164e4f,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Hospital or Hospital System,HIGH,AMOUNT_PRELIMINARY,TRANSFORMATION_HOSPITAL,Transformation Fund - Rural Hospitals,,,,,,25,,,Hospital or Hospital System,,DIRECT,NAMED_HOSPITAL,Yes,,FALSE,2026-05-07,STATE_ORG_TYPE,The state's own Organization Type field states 'Hospital or Hospital System'. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.
OR,33,St. Charles - Prineville,963000,HOSPITAL_OR_SYSTEM,Yes,"Transformation Fund, rural hospital tier (25 beds). OHA's bulletin heads this table 'Organizations Offered Funds' and prints an 'Eligible Award Total'; the 2026-07-07 release states the $35M has been awarded.",Yes,No,FY2026 (Year 1),Oregon Health Authority Announces Funding for Rural Hospitals and Rural Health Clinics,https://content.govdelivery.com/accounts/ORHA/bulletins/4164e4f,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Hospital or Hospital System,HIGH,AMOUNT_PRELIMINARY,TRANSFORMATION_HOSPITAL,Transformation Fund - Rural Hospitals,,,,,,25,,,Hospital or Hospital System,,DIRECT,NAMED_HOSPITAL,Yes,,FALSE,2026-05-07,STATE_ORG_TYPE,The state's own Organization Type field states 'Hospital or Hospital System'. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.
OR,34,Wallowa Memorial Hospital,963000,HOSPITAL_OR_SYSTEM,Yes,"Transformation Fund, rural hospital tier (25 beds). OHA's bulletin heads this table 'Organizations Offered Funds' and prints an 'Eligible Award Total'; the 2026-07-07 release states the $35M has been awarded.",Yes,No,FY2026 (Year 1),Oregon Health Authority Announces Funding for Rural Hospitals and Rural Health Clinics,https://content.govdelivery.com/accounts/ORHA/bulletins/4164e4f,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Hospital or Hospital System,HIGH,AMOUNT_PRELIMINARY,TRANSFORMATION_HOSPITAL,Transformation Fund - Rural Hospitals,,,,,,25,,,Hospital or Hospital System,,DIRECT,NAMED_HOSPITAL,Yes,,FALSE,2026-05-07,STATE_ORG_TYPE,The state's own Organization Type field states 'Hospital or Hospital System'. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.
OR,35,Willamette Valley Med Ctr,963000,HOSPITAL_OR_SYSTEM,Yes,"Transformation Fund, rural hospital tier (49 beds). OHA's bulletin heads this table 'Organizations Offered Funds' and prints an 'Eligible Award Total'; the 2026-07-07 release states the $35M has been awarded.",Yes,No,FY2026 (Year 1),Oregon Health Authority Announces Funding for Rural Hospitals and Rural Health Clinics,https://content.govdelivery.com/accounts/ORHA/bulletins/4164e4f,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Hospital or Hospital System,HIGH,AMOUNT_PRELIMINARY,TRANSFORMATION_HOSPITAL,Transformation Fund - Rural Hospitals,,,,,,49,,,Hospital or Hospital System,,DIRECT,NAMED_HOSPITAL,Yes,,FALSE,2026-05-07,STATE_ORG_TYPE,The state's own Organization Type field states 'Hospital or Hospital System'. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.
OR,36,Adventist Health Bayshore Medical Pacific City,100000,FQHC_OR_RHC,No,"Transformation Fund, standardised Rural Health Clinic award. THIS IS NOT A HOSPITAL AWARD: OHA prints these 99 in a separate table from the 35 hospitals, against a separate $10M pool.",Yes,No,FY2026 (Year 1),Oregon Health Authority Announces Funding for Rural Hospitals and Rural Health Clinics,https://content.govdelivery.com/accounts/ORHA/bulletins/4164e4f,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Rural Health Clinic,HIGH,AMOUNT_PRELIMINARY,TRANSFORMATION_RHC,Transformation Fund - Rural Health Clinics,,,,,,,,,Rural Health Clinic,,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-05-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Rural Health Clinic'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,37,Adventist Health Tillamook Medical Group,100000,FQHC_OR_RHC,No,"Transformation Fund, standardised Rural Health Clinic award. THIS IS NOT A HOSPITAL AWARD: OHA prints these 99 in a separate table from the 35 hospitals, against a separate $10M pool.",Yes,No,FY2026 (Year 1),Oregon Health Authority Announces Funding for Rural Hospitals and Rural Health Clinics,https://content.govdelivery.com/accounts/ORHA/bulletins/4164e4f,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Rural Health Clinic,HIGH,AMOUNT_PRELIMINARY,TRANSFORMATION_RHC,Transformation Fund - Rural Health Clinics,,,,,,,,,Rural Health Clinic,,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-05-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Rural Health Clinic'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,38,Adventist Health Tillamook Medical Group - Estacada,100000,FQHC_OR_RHC,No,"Transformation Fund, standardised Rural Health Clinic award. THIS IS NOT A HOSPITAL AWARD: OHA prints these 99 in a separate table from the 35 hospitals, against a separate $10M pool.",Yes,No,FY2026 (Year 1),Oregon Health Authority Announces Funding for Rural Hospitals and Rural Health Clinics,https://content.govdelivery.com/accounts/ORHA/bulletins/4164e4f,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Rural Health Clinic,HIGH,AMOUNT_PRELIMINARY,TRANSFORMATION_RHC,Transformation Fund - Rural Health Clinics,,,,,,,,,Rural Health Clinic,,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-05-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Rural Health Clinic'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,39,Adventist Health Tillamook Medical Group Bay Ocean,100000,FQHC_OR_RHC,No,"Transformation Fund, standardised Rural Health Clinic award. THIS IS NOT A HOSPITAL AWARD: OHA prints these 99 in a separate table from the 35 hospitals, against a separate $10M pool.",Yes,No,FY2026 (Year 1),Oregon Health Authority Announces Funding for Rural Hospitals and Rural Health Clinics,https://content.govdelivery.com/accounts/ORHA/bulletins/4164e4f,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Rural Health Clinic,HIGH,AMOUNT_PRELIMINARY,TRANSFORMATION_RHC,Transformation Fund - Rural Health Clinics,,,,,,,,,Rural Health Clinic,,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-05-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Rural Health Clinic'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,40,Adventist Health Tillamook Medical Group Manzanita Primary & Specialty,100000,FQHC_OR_RHC,No,"Transformation Fund, standardised Rural Health Clinic award. THIS IS NOT A HOSPITAL AWARD: OHA prints these 99 in a separate table from the 35 hospitals, against a separate $10M pool.",Yes,No,FY2026 (Year 1),Oregon Health Authority Announces Funding for Rural Hospitals and Rural Health Clinics,https://content.govdelivery.com/accounts/ORHA/bulletins/4164e4f,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Rural Health Clinic,HIGH,AMOUNT_PRELIMINARY,TRANSFORMATION_RHC,Transformation Fund - Rural Health Clinics,,,,,,,,,Rural Health Clinic,,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-05-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Rural Health Clinic'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,41,Adventist Health Tillamook Medical Group-Vernonia,100000,FQHC_OR_RHC,No,"Transformation Fund, standardised Rural Health Clinic award. THIS IS NOT A HOSPITAL AWARD: OHA prints these 99 in a separate table from the 35 hospitals, against a separate $10M pool.",Yes,No,FY2026 (Year 1),Oregon Health Authority Announces Funding for Rural Hospitals and Rural Health Clinics,https://content.govdelivery.com/accounts/ORHA/bulletins/4164e4f,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Rural Health Clinic,HIGH,AMOUNT_PRELIMINARY,TRANSFORMATION_RHC,Transformation Fund - Rural Health Clinics,,,,,,,,,Rural Health Clinic,,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-05-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Rural Health Clinic'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,42,Aumsville Medical Clinic,100000,FQHC_OR_RHC,No,"Transformation Fund, standardised Rural Health Clinic award. THIS IS NOT A HOSPITAL AWARD: OHA prints these 99 in a separate table from the 35 hospitals, against a separate $10M pool.",Yes,No,FY2026 (Year 1),Oregon Health Authority Announces Funding for Rural Hospitals and Rural Health Clinics,https://content.govdelivery.com/accounts/ORHA/bulletins/4164e4f,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Rural Health Clinic,HIGH,AMOUNT_PRELIMINARY,TRANSFORMATION_RHC,Transformation Fund - Rural Health Clinics,,,,,,,,,Rural Health Clinic,,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-05-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Rural Health Clinic'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,43,CMH Astoria Primary Care Clinic,100000,FQHC_OR_RHC,No,"Transformation Fund, standardised Rural Health Clinic award. THIS IS NOT A HOSPITAL AWARD: OHA prints these 99 in a separate table from the 35 hospitals, against a separate $10M pool.",Yes,No,FY2026 (Year 1),Oregon Health Authority Announces Funding for Rural Hospitals and Rural Health Clinics,https://content.govdelivery.com/accounts/ORHA/bulletins/4164e4f,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Rural Health Clinic,HIGH,AMOUNT_PRELIMINARY,TRANSFORMATION_RHC,Transformation Fund - Rural Health Clinics,,,,,,,,,Rural Health Clinic,,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-05-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Rural Health Clinic'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,44,CMH Medical Group & Urgent Care- Seaside,100000,FQHC_OR_RHC,No,"Transformation Fund, standardised Rural Health Clinic award. THIS IS NOT A HOSPITAL AWARD: OHA prints these 99 in a separate table from the 35 hospitals, against a separate $10M pool.",Yes,No,FY2026 (Year 1),Oregon Health Authority Announces Funding for Rural Hospitals and Rural Health Clinics,https://content.govdelivery.com/accounts/ORHA/bulletins/4164e4f,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Rural Health Clinic,HIGH,AMOUNT_PRELIMINARY,TRANSFORMATION_RHC,Transformation Fund - Rural Health Clinics,,,,,,,,,Rural Health Clinic,,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-05-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Rural Health Clinic'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,45,CMH Primary Care Clinic,100000,FQHC_OR_RHC,No,"Transformation Fund, standardised Rural Health Clinic award. THIS IS NOT A HOSPITAL AWARD: OHA prints these 99 in a separate table from the 35 hospitals, against a separate $10M pool.",Yes,No,FY2026 (Year 1),Oregon Health Authority Announces Funding for Rural Hospitals and Rural Health Clinics,https://content.govdelivery.com/accounts/ORHA/bulletins/4164e4f,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Rural Health Clinic,HIGH,AMOUNT_PRELIMINARY,TRANSFORMATION_RHC,Transformation Fund - Rural Health Clinics,,,,,,,,,Rural Health Clinic,,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-05-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Rural Health Clinic'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,46,Cascade Medical Clinic,100000,FQHC_OR_RHC,No,"Transformation Fund, standardised Rural Health Clinic award. THIS IS NOT A HOSPITAL AWARD: OHA prints these 99 in a separate table from the 35 hospitals, against a separate $10M pool.",Yes,No,FY2026 (Year 1),Oregon Health Authority Announces Funding for Rural Hospitals and Rural Health Clinics,https://content.govdelivery.com/accounts/ORHA/bulletins/4164e4f,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Rural Health Clinic,HIGH,AMOUNT_PRELIMINARY,TRANSFORMATION_RHC,Transformation Fund - Rural Health Clinics,,,,,,,,,Rural Health Clinic,,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-05-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Rural Health Clinic'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,47,Coastal Health Practitioners,100000,FQHC_OR_RHC,No,"Transformation Fund, standardised Rural Health Clinic award. THIS IS NOT A HOSPITAL AWARD: OHA prints these 99 in a separate table from the 35 hospitals, against a separate $10M pool.",Yes,No,FY2026 (Year 1),Oregon Health Authority Announces Funding for Rural Hospitals and Rural Health Clinics,https://content.govdelivery.com/accounts/ORHA/bulletins/4164e4f,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Rural Health Clinic,HIGH,AMOUNT_PRELIMINARY,TRANSFORMATION_RHC,Transformation Fund - Rural Health Clinics,,,,,,,,,Rural Health Clinic,,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-05-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Rural Health Clinic'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,48,Columbia Gorge Family Medicine,100000,FQHC_OR_RHC,No,"Transformation Fund, standardised Rural Health Clinic award. THIS IS NOT A HOSPITAL AWARD: OHA prints these 99 in a separate table from the 35 hospitals, against a separate $10M pool. Name indicates hospital ownership; recorded, not recoded.",Yes,No,FY2026 (Year 1),Oregon Health Authority Announces Funding for Rural Hospitals and Rural Health Clinics,https://content.govdelivery.com/accounts/ORHA/bulletins/4164e4f,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Rural Health Clinic,HIGH,AMOUNT_PRELIMINARY,TRANSFORMATION_RHC,Transformation Fund - Rural Health Clinics,,,,,,,,,Rural Health Clinic,,NON_HOSPITAL,NOT_HOSPITAL,No,,TRUE,2026-05-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Rural Health Clinic'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,49,Columbia River Women's Center,100000,FQHC_OR_RHC,No,"Transformation Fund, standardised Rural Health Clinic award. THIS IS NOT A HOSPITAL AWARD: OHA prints these 99 in a separate table from the 35 hospitals, against a separate $10M pool. Name indicates hospital ownership; recorded, not recoded.",Yes,No,FY2026 (Year 1),Oregon Health Authority Announces Funding for Rural Hospitals and Rural Health Clinics,https://content.govdelivery.com/accounts/ORHA/bulletins/4164e4f,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Rural Health Clinic,HIGH,AMOUNT_PRELIMINARY,TRANSFORMATION_RHC,Transformation Fund - Rural Health Clinics,,,,,,,,,Rural Health Clinic,,NON_HOSPITAL,NOT_HOSPITAL,No,,TRUE,2026-05-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Rural Health Clinic'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
