state,row_no,awardee,amount,recipient_type,distributed_to_hospital,note,recipient_confirmed,amount_confirmed,fiscal_year,source_document_title,state_source_url,validation_source_type,extraction_method,validator,ccn,aha_id,rural_designation,reviewer,recipient_type_source,determination_confidence,flag_reason,flow_type,hospital_benefiting,determination_basis,source_archive_path,recipient_names_source_url,amount_basis,amount_precision,disbursement_status,classification_rule,activity_type_raw,initiative_raw,award_sequence,counties_served,project_description
AL,52,Affinity Hospital DBA Grandview Medical Center,451350,HOSPITAL_OR_SYSTEM,Yes,Rural Health Initiative,Yes,Yes,FY2026 (Year 1),Governor Ivey Announces First Grants in Major New Rural Healthcare Program Totaling More than $144 Million,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,GOVERNOR_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,HIGH,,DIRECT,Yes,"Recipient name rule: name states a hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount. Source: Governor Ivey's 2026-08-24 release, which states the awarding of 138 grants and names this recipient, amount, initiative and counties.",data/evidence/AL/2026-08-24_governor_ivey_first_arhtp_grants.html,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,PER_AWARD_ACTION,EXACT_AS_PUBLISHED,AWARDED,PATTERN,Rural Health Initiative,Rural Health Initiative,FIRST,"Clay, Coosa","Affinity Hospital DBA Grandview Medical Center – $451,350 to establish a virtual specialty care network and dedicated referral phone line connecting rural patients and providers with heart, lung and kidney specialists (Clay, Coosa)."
AL,53,Hale County Hospital,2410000,HOSPITAL_OR_SYSTEM,Yes,Rural Health Initiative,Yes,Yes,FY2026 (Year 1),Governor Ivey Announces First Grants in Major New Rural Healthcare Program Totaling More than $144 Million,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,GOVERNOR_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,HIGH,AMOUNT_ROUNDED_IN_SOURCE,DIRECT,Yes,"Recipient name rule: name states a hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount. Source: Governor Ivey's 2026-08-24 release, which states the awarding of 138 grants and names this recipient, amount, initiative and counties. The release publishes this amount rounded to millions; it is recorded as published and is not exact to the dollar.",data/evidence/AL/2026-08-24_governor_ivey_first_arhtp_grants.html,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,PER_AWARD_ACTION,ROUNDED_TO_MILLIONS,AWARDED,PATTERN,Rural Health Initiative,Rural Health Initiative,FIRST,Hale,"Hale County Hospital – $2.41 million to upgrade equipment and infrastructure to strengthen emergency and maternal care, expand diagnostic services and improve the reliability of essential hospital operations (Hale)."
AL,54,Healthcare Authority of the City of Greenville – L.V. Stabler Hospital,4170000,HOSPITAL_OR_SYSTEM,Yes,Rural Health Initiative,Yes,Yes,FY2026 (Year 1),Governor Ivey Announces First Grants in Major New Rural Healthcare Program Totaling More than $144 Million,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,GOVERNOR_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,HIGH,AMOUNT_ROUNDED_IN_SOURCE,DIRECT,Yes,"Recipient name rule: name states a hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount. Source: Governor Ivey's 2026-08-24 release, which states the awarding of 138 grants and names this recipient, amount, initiative and counties. The release publishes this amount rounded to millions; it is recorded as published and is not exact to the dollar.",data/evidence/AL/2026-08-24_governor_ivey_first_arhtp_grants.html,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,PER_AWARD_ACTION,ROUNDED_TO_MILLIONS,AWARDED,PATTERN,Rural Health Initiative,Rural Health Initiative,FIRST,Butler,Healthcare Authority of the City of Greenville – L.V. Stabler Hospital – $4.17 million to establish a telehealth intensive care program and expand general surgery services at Regional Medical Center of Central Alabama to strengthen access to critical and specialty care close to home (Butler).
AL,55,Huntsville Hospital Health System,2800000,HOSPITAL_OR_SYSTEM,Yes,Rural Health Initiative,Yes,Yes,FY2026 (Year 1),Governor Ivey Announces First Grants in Major New Rural Healthcare Program Totaling More than $144 Million,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,GOVERNOR_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,HIGH,AMOUNT_ROUNDED_IN_SOURCE,DIRECT,Yes,"Recipient name rule: name states a hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount. Source: Governor Ivey's 2026-08-24 release, which states the awarding of 138 grants and names this recipient, amount, initiative and counties. The release publishes this amount rounded to millions; it is recorded as published and is not exact to the dollar.",data/evidence/AL/2026-08-24_governor_ivey_first_arhtp_grants.html,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,PER_AWARD_ACTION,ROUNDED_TO_MILLIONS,AWARDED,PATTERN,Rural Health Initiative,Rural Health Initiative,FIRST,"DeKalb, Jackson, Limestone, Madison, Marshall","Huntsville Hospital Health System – $2.80 million to establish the North Alabama Rural Specialty Access Network to expand access to specialty care and help rural patients receive more services closer to home (DeKalb, Jackson, Limestone, Madison, Marshall)."
AL,56,City of York Health Care Authority DBA Hill Hospital of Sumter County,1530000,HOSPITAL_OR_SYSTEM,Yes,Rural Health Initiative,Yes,Yes,FY2026 (Year 1),Governor Ivey Announces First Grants in Major New Rural Healthcare Program Totaling More than $144 Million,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,GOVERNOR_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,HIGH,AMOUNT_ROUNDED_IN_SOURCE,DIRECT,Yes,"Recipient name rule: name states a hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount. Source: Governor Ivey's 2026-08-24 release, which states the awarding of 138 grants and names this recipient, amount, initiative and counties. The release publishes this amount rounded to millions; it is recorded as published and is not exact to the dollar.",data/evidence/AL/2026-08-24_governor_ivey_first_arhtp_grants.html,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,PER_AWARD_ACTION,ROUNDED_TO_MILLIONS,AWARDED,PATTERN,Rural Health Initiative,Rural Health Initiative,FIRST,"Choctaw, Jefferson, Sumter, Pickens, Tuscaloosa","City of York Health Care Authority DBA Hill Hospital of Sumter County – $1.53 million to expand access to healthcare services by combining telehealth technology with transportation resources for rural and medically underserved residents of West Alabama (Choctaw, Jefferson, Sumter, Pickens, Tuscaloosa)."
AL,57,Infirmary Health System Inc.,386000,HOSPITAL_OR_SYSTEM,Yes,Rural Health Initiative,Yes,Yes,FY2026 (Year 1),Governor Ivey Announces First Grants in Major New Rural Healthcare Program Totaling More than $144 Million,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,GOVERNOR_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,MEDIUM,,DIRECT,Yes,"Recipient name rule: name states a health system. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount. Source: Governor Ivey's 2026-08-24 release, which states the awarding of 138 grants and names this recipient, amount, initiative and counties.",data/evidence/AL/2026-08-24_governor_ivey_first_arhtp_grants.html,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,PER_AWARD_ACTION,EXACT_AS_PUBLISHED,AWARDED,PATTERN,Rural Health Initiative,Rural Health Initiative,FIRST,"Clarke, Washington","Infirmary Health System Inc. – This nonprofit health system based in Mobile and Baldwin counties has received two grants under this initiative, including one for $386,000 to establish the Rural Women’s Health Hub of Southwest Alabama to expand access to women’s health, maternal health and specialty care closer to home (Clarke, Washington)."
AL,58,Infirmary Health System Inc.,1120000,HOSPITAL_OR_SYSTEM,Yes,Rural Health Initiative | second grant to this recipient under this initiative,Yes,Yes,FY2026 (Year 1),Governor Ivey Announces First Grants in Major New Rural Healthcare Program Totaling More than $144 Million,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,GOVERNOR_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,MEDIUM,AMOUNT_ROUNDED_IN_SOURCE,DIRECT,Yes,"Recipient name rule: name states a health system. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount. Source: Governor Ivey's 2026-08-24 release, which states the awarding of 138 grants and names this recipient, amount, initiative and counties. The release publishes this amount rounded to millions; it is recorded as published and is not exact to the dollar. This is the second of two grants to this recipient under this initiative; the release carries it in a continuation paragraph that names no recipient of its own.",data/evidence/AL/2026-08-24_governor_ivey_first_arhtp_grants.html,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,PER_AWARD_ACTION,ROUNDED_TO_MILLIONS,AWARDED,PATTERN,Rural Health Initiative,Rural Health Initiative,SECOND,"Baldwin, Clarke, Conecuh, Escambia","A second grant for $1.12 million will allow Infirmary Health to implement the Women’s Access to Care Close to Home Initiative to expand preventive, prenatal, postpartum and specialty-connected care for women in rural communities (Baldwin, Clarke, Conecuh, Escambia)."
AL,59,Ivy Creek Healthcare,1660000,NONPROFIT_CBO,No,Rural Health Initiative,Yes,Yes,FY2026 (Year 1),Governor Ivey Announces First Grants in Major New Rural Healthcare Program Totaling More than $144 Million,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,GOVERNOR_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,LOW,RECIPIENT_TYPE_INFERRED,NON_HOSPITAL,No,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not state that hospitals receive or use the funded activity. Source: Governor Ivey's 2026-08-24 release, which states the awarding of 138 grants and names this recipient, amount, initiative and counties. The release publishes this amount rounded to millions; it is recorded as published and is not exact to the dollar.",data/evidence/AL/2026-08-24_governor_ivey_first_arhtp_grants.html,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,PER_AWARD_ACTION,ROUNDED_TO_MILLIONS,AWARDED,FALLBACK,Rural Health Initiative,Rural Health Initiative,FIRST,"Elmore, Tallapoosa","Ivy Creek Healthcare – $1.66 million to expand and modernize rural healthcare services by strengthening diagnostic imaging, establishing emergency telepsychiatry and telemedicine services, creating an in-house microbiology laboratory and supporting non-emergency medical transportation (Elmore, Tallapoosa)."
AL,60,Lakeland Community Hospital Inc.,490800,HOSPITAL_OR_SYSTEM,Yes,Rural Health Initiative,Yes,Yes,FY2026 (Year 1),Governor Ivey Announces First Grants in Major New Rural Healthcare Program Totaling More than $144 Million,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,GOVERNOR_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,HIGH,,DIRECT,Yes,"Recipient name rule: name states a hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount. Source: Governor Ivey's 2026-08-24 release, which states the awarding of 138 grants and names this recipient, amount, initiative and counties.",data/evidence/AL/2026-08-24_governor_ivey_first_arhtp_grants.html,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,PER_AWARD_ACTION,EXACT_AS_PUBLISHED,AWARDED,PATTERN,Rural Health Initiative,Rural Health Initiative,FIRST,Winston,"Lakeland Community Hospital Inc. – $490,800 to implement telehealth technology and establish a non-emergency transportation program to improve access to healthcare services for rural patients (Winston)."
AL,61,RCHP-Florence LLC DBA North Alabama Shoals Hospital,179607,HOSPITAL_OR_SYSTEM,Yes,Rural Health Initiative,Yes,Yes,FY2026 (Year 1),Governor Ivey Announces First Grants in Major New Rural Healthcare Program Totaling More than $144 Million,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,GOVERNOR_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,HIGH,,DIRECT,Yes,"Recipient name rule: name states a hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount. Source: Governor Ivey's 2026-08-24 release, which states the awarding of 138 grants and names this recipient, amount, initiative and counties.",data/evidence/AL/2026-08-24_governor_ivey_first_arhtp_grants.html,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,PER_AWARD_ACTION,EXACT_AS_PUBLISHED,AWARDED,PATTERN,Rural Health Initiative,Rural Health Initiative,FIRST,Colbert,"RCHP-Florence LLC DBA North Alabama Shoals Hospital – The hospital has received two grants under this initiative, including one for $179,607 to implement an artificial intelligence-enabled patient monitoring system to improve fall prevention and patient safety in its geriatric psychiatry and inpatient rehabilitation units (Colbert)."
