queue_row,state,recipient_name,match_name,queue_code,queue_source,direction,dollars_at_stake,award_rows,classifier_assigned,current_coding,verified_type,verified_by,verified_date,basis,basis_type
237,OK,"Long Term Care Specialists, Inc.","Long Term Care Specialists, Inc.",OK_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,49948.05,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,PHYSICIAN_PRACTICE,"Claude, run by IN",46286,Oklahoma City group medical practice (geriatrics/family medicine physicians and APRNs) serving long-term care facilities; award buys a portable vascular-access ultrasound. https://okmedicalboard.org/licensee/MD/14804,ORG_WEBSITE
238,OK,CREOKS,CREOKS,OK_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,49800,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,NONPROFIT_CBO,"Claude, run by IN",46286,Same organization as CREOKS Mental Health Services (row 237); OSDH microgrant buys transportation vans for its Stilwell clinic (Adair County). https://oklahoma.gov/health/rhtp/rhtp-funding-recipients.html,GENERAL_KNOWLEDGE
239,OK,Grand Lake Mental Health,Grand Lake Mental Health,OK_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,49275,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,NONPROFIT_CBO,"Claude, run by IN",46286,Community mental health center; OSDH microgrant funds intake kiosks and youth therapy rooms at outpatient clinics (Mayes County). Classified with other CMHCs. https://oklahoma.gov/health/rhtp/rhtp-funding-recipients.html,GENERAL_KNOWLEDGE
240,OK,Community Market of Pottawatomie County,Community Market of Pottawatomie County,OK_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,48378.5,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,NONPROFIT_CBO,"Claude, run by IN",46286,Community food market/pantry; OSDH microgrant buys a box truck for mobile food delivery (Lincoln County). https://oklahoma.gov/health/rhtp/rhtp-funding-recipients.html,GENERAL_KNOWLEDGE
241,OK,"LIFT Community Action Agency, Inc.","LIFT Community Action Agency, Inc.",OK_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,48350,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,NONPROFIT_CBO,"Claude, run by IN",46286,Community action agency; OSDH microgrant funds a community fitness facility (McCurtain County). https://oklahoma.gov/health/rhtp/rhtp-funding-recipients.html,GENERAL_KNOWLEDGE
242,OK,SSM Health St. Anthony Shawnee,SSM Health St. Anthony Shawnee,OK_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,48300,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,SSM Health hospital in Shawnee; OSDH microgrant funds telestroke equipment. https://oklahoma.gov/health/rhtp/rhtp-funding-recipients.html,GENERAL_KNOWLEDGE
243,OK,"Marshall County HMA, dba AllianceHealth Madill","Marshall County HMA, dba AllianceHealth Madill",OK_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,47300,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,"AllianceHealth Madill, a rural hospital (Marshall County HMA); OSDH microgrant buys PFT and cardiac rehab equipment. https://oklahoma.gov/health/rhtp/rhtp-funding-recipients.html",GENERAL_KNOWLEDGE
244,OK,Washington County Eldercare,Washington County Eldercare,OK_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,46373.05,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,NONPROFIT_CBO,"Claude, run by IN",46286,"501(c)(3) (EIN 73-1197617) senior services agency: senior health clinic, adult day health, care management, in-home and transportation services. https://www.guidestar.org/profile/73-1197617",ORG_WEBSITE
245,OK,TheraWest LLC,TheraWest LLC,OK_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,38016.68,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,OTHER,"Claude, run by IN",46286,"Private physical therapy company (LLC); OSDH microgrant buys an anti-gravity treadmill. Rehab therapy practice, not one of the nine categories. https://oklahoma.gov/health/rhtp/rhtp-funding-recipients.html",GENERAL_KNOWLEDGE
246,AR,Harbor House Inc. of Fort Smith Arkansas,Harbor House Inc. of Fort Smith Arkansas,AR_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,37230,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,NONPROFIT_CBO,"Claude, run by IN",46286,"Harbor House (Fort Smith), nonprofit substance use disorder treatment provider. [Org type from general knowledge; URL is the award source.] https://arkansasrhtp.com/wp-content/uploads/2026/08/ada_RHTP.YR1_.THRIVE.PACT_.pdf",GENERAL_KNOWLEDGE
247,OK,Family Health Center of Southern Oklahoma,Family Health Center of Southern Oklahoma,OK_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,35800,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,FQHC_OR_RHC,"Claude, run by IN",46286,"Federally Qualified Health Center (sites in Atoka, Coalgate and elsewhere); OKPCA member. https://okpca.org/wp-content/uploads/2023/07/2022_OKPCA_Membership_Directory.pdf",ORG_WEBSITE
248,MI,Community Action Agency of Allegan County,Community Action Agency of Allegan County,MI_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,35275,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,NONPROFIT_CBO,"Claude, run by IN",46286,Community action agency for Allegan County. Legal form not confirmed (some county CAAs are county departments). [Org type from general knowledge; URL is the award source.],GENERAL_KNOWLEDGE
249,OK,Empowerment Solutions,Empowerment Solutions,OK_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,29950,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,OTHER,"Claude, run by IN",46286,"Could not identify the organization; OSDH microgrant (Grady County) buys a digital radiography workstation, which suggests a clinical provider. https://oklahoma.gov/health/rhtp/rhtp-funding-recipients.html",GENERAL_KNOWLEDGE
250,MD,Talbot Hospice Foundation Inc,Talbot Hospice Foundation Inc,MD_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,29750,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,OTHER,"Claude, run by IN",46286,"Hospice provider's foundation (Talbot Hospice, Easton); award is a palliative care coordination and remote patient monitoring platform. Hospice is not one of the nine categories. https://health.maryland.gov/pophealth/Documents/Rural%20Health/RHTP/Pillar-2-Transformation-Fund-BP1-Award-Offers.pdf",GENERAL_KNOWLEDGE
251,AK,White's Incorporated,White's Incorporated,AK_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,UP,18980,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,OTHER,"Claude, run by IN",46286,Pharmacy business; Alaska's own project organization type is Pharmacy. Not one of the nine categories. https://health.alaska.gov/media/tcvker5a/ak_rhtp_awardsnotice_2026.xlsx,STATE_SOURCE
252,OK,"Great Plains Youth and Family Services, Inc.","Great Plains Youth and Family Services, Inc.",OK_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,12500,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,NONPROFIT_CBO,"Claude, run by IN",46286,Youth and family services agency; OSDH microgrant buys hygiene items and school supplies for children (Kiowa County). https://oklahoma.gov/health/rhtp/rhtp-funding-recipients.html,GENERAL_KNOWLEDGE
253,IL,Illinois Critical Access Hospital Network (ICAHN),Illinois Critical Access Hospital Network (ICAHN),IL_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,NONE,0,1,NONPROFIT_CBO / MEDIUM,PASS_THROUGH_DESIGNATED / distributed_to_hospital = Yes,NONPROFIT_CBO,"Claude, run by IN",46286,"Illinois Critical Access Hospital Network, a nonprofit network of critical access hospitals. Classified under the hospital-association rule; hospital-affiliated, and already distributed_to_hospital = Yes. https://icahn.org/news/news-release-icahn-awarded-more-than-50-million-by-the-state-of-illinois-to-advance-rural-healthcare-transformation-across-illinois/",GENERAL_KNOWLEDGE
254,ME,University of New England (Shaw Institute for Public and Planetary Health),University of New England (Shaw Institute for Public and Planetary Health),ME_UNE_HOSPITAL_TO_HOME_FLOW,COMMITTED_QUEUE,NONE,0,1,UNIVERSITY_OR_AHC / MEDIUM,NON_HOSPITAL / distributed_to_hospital = No,UNIVERSITY_OR_AHC,"Claude, run by IN",46286,University of New England's Shaw Institute; Maine DHHS says UNE will subaward to Public Health Districts and Tribal Health Centers. https://www.maine.gov/dhhs/blog/maine-rural-health-transformation-program-announces-12m-partnership-university-new-england-expand-2026-07-31,GENERAL_KNOWLEDGE
255,IN,Laurel Health Advisors LLC,Laurel Health Advisors LLC,IN_PROCUREMENT_VENDOR_TYPE,COMMITTED_QUEUE,NONE,0,1,VENDOR_OR_CONTRACTOR / MEDIUM,NON_HOSPITAL / distributed_to_hospital = No,VENDOR_OR_CONTRACTOR,"Claude, run by IN",46286,Consulting LLC selected by IDOA as a respondent under a competitive RFP (procurement vendor). https://www.in.gov/idoa/procurement/award-recommendations/,GENERAL_KNOWLEDGE
256,GA,Behavioral Pediatric Resource Center,Behavioral Pediatric Resource Center,GA_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,UP,0,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,OTHER,"Claude, run by IN",46286,Could not identify an organization by this exact name; DCH names the awardee only at the initiative level. https://dch.georgia.gov/announcement/2026-08-27/georgia-reaches-major-milestone-all-year-1-great-health-awards-fully,STATE_SOURCE
257,GA,Georgia Hospital Association,Georgia Hospital Association,GHA_RECIPIENT_TYPE,COMMITTED_QUEUE,NONE,0,1,HOSPITAL_AFFILIATED_ENTITY / HIGH,IN_KIND_BENEFIT / distributed_to_hospital = No,NONPROFIT_CBO,"Claude, run by IN",46286,"Georgia Hospital Association, the state hospital trade association; award buys obstetric emergency carts, presumably for member hospitals. Classified under the hospital-association rule; hospital-affiliated. https://dch.georgia.gov/announcement/2026-08-27/georgia-reaches-major-milestone-all-year-1-great-health-awards-fully",GENERAL_KNOWLEDGE
258,IA,Aspire Health & Wellness,Aspire Health & Wellness,IA_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,ROWS_ONLY,0,2,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,OTHER,"Claude, run by IN",46286,medically supervised weight loss and wellness clinic,GENERAL_KNOWLEDGE
259,IA,Audubon County Memorial Hospita,Audubon County Memorial Hospita,IA_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,ROWS_ONLY,0,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,"Audubon County Memorial Hospital (roster spells it ""Hospita""); already coded a hospital elsewhere in the IA file. https://hhs.iowa.gov/media/18886/download?inline",GENERAL_KNOWLEDGE
260,IA,Buchanan County Health Center,Buchanan County Health Center,IA_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,ROWS_ONLY,0,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,"Buchanan County Health Center (Independence), critical access hospital. [Org type from general knowledge; URL is the award source.] https://hhs.iowa.gov/media/18885/download?inline",GENERAL_KNOWLEDGE
261,IA,Burgess Health Center,Burgess Health Center,IA_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,ROWS_ONLY,0,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,"Burgess Health Center (Onawa), critical access hospital. [Org type from general knowledge; URL is the award source.] https://hhs.iowa.gov/media/18330/download?inline",GENERAL_KNOWLEDGE
262,IA,CHI Health Mercy Corning,CHI Health Mercy Corning,IA_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,ROWS_ONLY,0,4,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,"CHI Health Mercy Corning, critical access hospital. https://hhs.iowa.gov/media/18094/download?inline",GENERAL_KNOWLEDGE
263,IA,CHI Health Missouri Valley,CHI Health Missouri Valley,IA_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,ROWS_ONLY,0,3,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,"CHI Health Missouri Valley, critical access hospital. https://hhs.iowa.gov/media/18094/download?inline",GENERAL_KNOWLEDGE
264,IA,"Community Health Care, Inc.","Community Health Care, Inc.",IA_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,ROWS_ONLY,0,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,FQHC_OR_RHC,"Claude, run by IN",46286,"Community Health Care, Inc. (Davenport), an FQHC. [Org type from general knowledge; URL is the award source.] https://hhs.iowa.gov/media/18094/download?inline",GENERAL_KNOWLEDGE
265,IA,Emplify Health by Gundersen,Emplify Health by Gundersen,IA_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,ROWS_ONLY,0,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,"Emplify Health by Gundersen, hospital system. [Org type from general knowledge; URL is the award source.] https://hhs.iowa.gov/media/18885/download?inline",GENERAL_KNOWLEDGE
266,IA,"Family, Inc dba Firefly","Family, Inc dba Firefly",IA_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,ROWS_ONLY,0,2,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,NONPROFIT_CBO,"Claude, run by IN",46286,"Family, Inc. dba Firefly (Council Bluffs), nonprofit child and family services agency. [Org type from general knowledge; URL is the award source.] https://hhs.iowa.gov/media/18886/download?inline",GENERAL_KNOWLEDGE
267,IA,Good Neighbor Society,Good Neighbor Society,IA_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,ROWS_ONLY,0,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,OTHER,"Claude, run by IN",46286,"Good Neighbor Society (Manchester), nonprofit nursing home / senior living. Not one of the nine categories. [Org type from general knowledge; URL is the award source.] https://hhs.iowa.gov/media/18094/download?inline",GENERAL_KNOWLEDGE
268,IA,Greater Sioux Community Health dba Promise Health Center,Greater Sioux Community Health dba Promise Health Center,IA_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,ROWS_ONLY,0,2,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,FQHC_OR_RHC,"Claude, run by IN",46286,"Promise Community Health Center (Sioux Center), the only FQHC in far northwest Iowa. https://promisechc.org/?p=8",ORG_WEBSITE
269,IA,Heartland Family Service,Heartland Family Service,IA_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,ROWS_ONLY,0,2,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,NONPROFIT_CBO,"Claude, run by IN",46286,"Heartland Family Service, nonprofit human services agency. [Org type from general knowledge; URL is the award source.] https://hhs.iowa.gov/media/18886/download?inline",GENERAL_KNOWLEDGE
270,IA,Henry County Health Center,Henry County Health Center,IA_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,ROWS_ONLY,0,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,"Henry County Health Center (Mount Pleasant), critical access hospital. [Org type from general knowledge; URL is the award source.] https://hhs.iowa.gov/media/18885/download?inline",GENERAL_KNOWLEDGE
271,IA,Infinity Health,Infinity Health,IA_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,ROWS_ONLY,0,4,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,FQHC_OR_RHC,"Claude, run by IN",46286,"Infinity Health (Leon), FQHC with 11 sites in southern Iowa/northern Missouri; also the designated CMHC for several counties. https://yourlifeiowa.org/find-help-near-you/locator/infinity-health",ORG_WEBSITE
272,IA,Iowa Family Counseling,Iowa Family Counseling,IA_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,ROWS_ONLY,0,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,OTHER,"Claude, run by IN",46286,Mental health clinic,GENERAL_KNOWLEDGE
273,IA,Iowa Primary Care Association,Iowa Primary Care Association,IA_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,ROWS_ONLY,0,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,NONPROFIT_CBO,"Claude, run by IN",46286,"Iowa Primary Care Association, membership association of the state's community health centers. [Org type from general knowledge; URL is the award source.] https://hhs.iowa.gov/media/18138/download?inline",GENERAL_KNOWLEDGE
274,IA,Jackson County Regional Health Center,Jackson County Regional Health Center,IA_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,ROWS_ONLY,0,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,"Jackson County Regional Health Center (Maquoketa), critical access hospital. [Org type from general knowledge; URL is the award source.] https://hhs.iowa.gov/media/18885/download?inline",GENERAL_KNOWLEDGE
275,IA,Jefferson County Health Center,Jefferson County Health Center,IA_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,ROWS_ONLY,0,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,"Jefferson County Health Center (Fairfield), critical access hospital. [Org type from general knowledge; URL is the award source.] https://hhs.iowa.gov/media/18885/download?inline",GENERAL_KNOWLEDGE
276,IA,Kossuth Regional Health Center,Kossuth Regional Health Center,IA_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,ROWS_ONLY,0,2,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,"Kossuth Regional Health Center (Algona), critical access hospital. [Org type from general knowledge; URL is the award source.] https://hhs.iowa.gov/media/18094/download?inline",GENERAL_KNOWLEDGE
277,IA,Lakes Regional Healthcare,Lakes Regional Healthcare,IA_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,ROWS_ONLY,0,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,"Lakes Regional Healthcare (Spirit Lake), hospital. [Org type from general knowledge; URL is the award source.] https://hhs.iowa.gov/media/18886/download?inline",GENERAL_KNOWLEDGE
278,IA,Lucas County Health Center,Lucas County Health Center,IA_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,ROWS_ONLY,0,4,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,"Lucas County Health Center (Chariton), critical access hospital. [Org type from general knowledge; URL is the award source.] https://hhs.iowa.gov/media/18094/download?inline",GENERAL_KNOWLEDGE
279,IA,Manning Regional Health Care Center,Manning Regional Health Care Center,IA_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,ROWS_ONLY,0,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,"Manning Regional Healthcare Center, critical access hospital. [Org type from general knowledge; URL is the award source.] https://hhs.iowa.gov/media/18137/download?inline",GENERAL_KNOWLEDGE
280,IA,Manning Regional Healthcare Center,Manning Regional Healthcare Center,IA_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,ROWS_ONLY,0,3,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,Manning Regional Healthcare Center (same as row 280; different roster). [Org type from general knowledge; URL is the award source.] https://hhs.iowa.gov/media/18094/download?inline,GENERAL_KNOWLEDGE
281,IA,Marion County Board of Health,Marion County Board of Health,IA_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,ROWS_ONLY,0,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,LOCAL_GOVT_OR_PUBLIC_HEALTH,"Claude, run by IN",46286,"Marion County Board of Health, county public health authority. https://hhs.iowa.gov/media/18136/download?inline",GENERAL_KNOWLEDGE
282,IA,McFarland Clinic PC (Carroll),McFarland Clinic PC (Carroll),IA_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,ROWS_ONLY,0,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,PHYSICIAN_PRACTICE,"Claude, run by IN",46286,"McFarland Clinic PC, multispecialty physician group (Carroll site). [Org type from general knowledge; URL is the award source.] https://hhs.iowa.gov/media/18886/download?inline",GENERAL_KNOWLEDGE
283,IA,McFarland Clinic PC (Fort Dodge),McFarland Clinic PC (Fort Dodge),IA_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,ROWS_ONLY,0,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,PHYSICIAN_PRACTICE,"Claude, run by IN",46286,"McFarland Clinic PC, multispecialty physician group (Fort Dodge site). [Org type from general knowledge; URL is the award source.] https://hhs.iowa.gov/media/18886/download?inline",GENERAL_KNOWLEDGE
284,IA,McFarland Clinic PC (Jefferson),McFarland Clinic PC (Jefferson),IA_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,ROWS_ONLY,0,2,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,PHYSICIAN_PRACTICE,"Claude, run by IN",46286,"McFarland Clinic PC, multispecialty physician group (Jefferson site). [Org type from general knowledge; URL is the award source.] https://hhs.iowa.gov/media/18886/download?inline",GENERAL_KNOWLEDGE
285,IA,McFarland Clinic PC (Marshalltown),McFarland Clinic PC (Marshalltown),IA_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,ROWS_ONLY,0,2,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,PHYSICIAN_PRACTICE,"Claude, run by IN",46286,"McFarland Clinic PC, multispecialty physician group (Marshalltown site). [Org type from general knowledge; URL is the award source.] https://hhs.iowa.gov/media/18886/download?inline",GENERAL_KNOWLEDGE
286,IA,McFarland Clinic PC (Story City),McFarland Clinic PC (Story City),IA_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,ROWS_ONLY,0,2,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,PHYSICIAN_PRACTICE,"Claude, run by IN",46286,"McFarland Clinic PC, multispecialty physician group (Story City site). [Org type from general knowledge; URL is the award source.] https://hhs.iowa.gov/media/18886/download?inline",GENERAL_KNOWLEDGE
287,IA,McFarland Clinic PC (Webster City),McFarland Clinic PC (Webster City),IA_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,ROWS_ONLY,0,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,PHYSICIAN_PRACTICE,"Claude, run by IN",46286,"McFarland Clinic PC, multispecialty physician group (Webster City site). [Org type from general knowledge; URL is the award source.] https://hhs.iowa.gov/media/18886/download?inline",GENERAL_KNOWLEDGE
288,IA,"Mercy Health Services -Iowa, Corp","Mercy Health Services -Iowa, Corp",IA_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,ROWS_ONLY,0,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,"Mercy Health Services-Iowa, Corp., the MercyOne hospital system's operating entity. [Org type from general knowledge; URL is the award source.] https://hhs.iowa.gov/media/18886/download?inline",GENERAL_KNOWLEDGE
289,IA,"Mercy Health Services- Iowa, Corp.","Mercy Health Services- Iowa, Corp.",IA_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,ROWS_ONLY,0,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,"Mercy Health Services-Iowa, Corp. (MercyOne), same entity as row 289. [Org type from general knowledge; URL is the award source.] https://hhs.iowa.gov/media/18094/download?inline",GENERAL_KNOWLEDGE
290,IA,"Mercy Health Services-Iowa, Corp.","Mercy Health Services-Iowa, Corp.",IA_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,ROWS_ONLY,0,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,"Mercy Health Services-Iowa, Corp. (MercyOne), same entity as row 289. [Org type from general knowledge; URL is the award source.] https://hhs.iowa.gov/media/18330/download?inline",GENERAL_KNOWLEDGE
291,IA,MercyOne Genesis Foundation,MercyOne Genesis Foundation,IA_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,ROWS_ONLY,0,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,NONPROFIT_CBO,"Claude, run by IN",46286,Fundraising foundation of MercyOne Genesis (hospital foundation); hospital-affiliated. [Org type from general knowledge; URL is the award source.] https://hhs.iowa.gov/media/18330/download?inline,GENERAL_KNOWLEDGE
292,IA,MercyOne New Hampton,MercyOne New Hampton,IA_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,ROWS_ONLY,0,4,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,"MercyOne New Hampton, critical access hospital. [Org type from general knowledge; URL is the award source.] https://hhs.iowa.gov/media/18094/download?inline",GENERAL_KNOWLEDGE
293,IA,MercyOne North Iowa Foundation,MercyOne North Iowa Foundation,IA_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,ROWS_ONLY,0,3,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,NONPROFIT_CBO,"Claude, run by IN",46286,Fundraising foundation of MercyOne North Iowa (hospital foundation); hospital-affiliated. [Org type from general knowledge; URL is the award source.] https://hhs.iowa.gov/media/18094/download?inline,GENERAL_KNOWLEDGE
294,IA,MercyOneNorth Iowa Foundation,MercyOneNorth Iowa Foundation,IA_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,ROWS_ONLY,0,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,NONPROFIT_CBO,"Claude, run by IN",46286,Same MercyOne North Iowa Foundation as row 294 (roster omits a space). [Org type from general knowledge; URL is the award source.] https://hhs.iowa.gov/media/18094/download?inline,GENERAL_KNOWLEDGE
